model_id,topic,question,option_A,option_B,option_C,option_D,answer,explanation
HAJERI/gemma-3-1b-endocrinology-scenario-mcq-it-merged-fp16,Pediatric endocrinology & growth/puberty,"A 55-year-old male presents with polyuria and polydipsia. His serum sodium is 140 mEq/L, and his urine osmolality is 100 mOsm/kg.
What is the most appropriate next step in management?",Start intravenous saline,Start oral glucose,Start insulin therapy,Start oral hydrocortisone,A,"...
TOPIC: Pediatric endocrinology & growth/puberty
The text states, 'The most appropriate next step is intravenous saline to correct dehydration and volume depletion.'
Question: What is the most appropriate next step in the management of this patient?
A) Start oral glucose
B) Start insulin therapy
C) Start oral hydrocortisone
D) Start oral prednisone
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
The text states, 'The most appropriate next step is intravenous saline to correct dehydration and volume depletion.'
Question: What is the most appropriate next step in the management of this patient?
A) Start oral glucose
B) Start insulin therapy
C) Start oral hydrocortisone
D) Start oral prednisone
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
The text states, 'The most appropriate next step is intravenous saline to correct dehydration and volume depletion.'
Question: What is the most appropriate next step in the management of this patient?
A) Start oral glucose
B) Start insulin therapy
C) Start oral hydrocortisone
D) Start oral prednisone
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
The text states, 'The most appropriate next step is intravenous saline to correct dehydration and volume depletion.'
Question: What is the most appropriate next step in the management of this patient?
A) Start oral glucose
B) Start insulin therapy
C) Start oral hydrocortisone
D) Start oral prednisone
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
The text states, 'The most appropriate next step is intravenous saline to correct dehydration and volume depletion.'
Question: What is the most appropriate next step in the management of this patient?
A) Start oral glucose
B) Start insulin therapy
C) Start oral hydrocortisone
D) Start oral prednisone
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
The text states, 'The most appropriate next step is intravenous saline to correct dehydration and volume depletion.'
Question: What is the most appropriate next step in the management of this patient?
A) Start oral glucose
B) Start insulin therapy
C) Start oral hydrocortisone
D) Start oral prednisone
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
The text states, 'The most appropriate next step is intravenous saline to correct dehydration and volume depletion.'
Question: What is the most appropriate next step in the management of this patient?
A) Start oral glucose
B) Start insulin therapy
C) Start oral hydrocortisone
D) Start oral prednisone
Answer: A
Explanation: ...

TOPIC: Pediatric endocrinology & growth/puberty
The text states, 'The most appropriate next step is intravenous saline to correct dehydration and volume depletion.'
Question: What is the most appropriate next step in the management of this patient?
A) Start oral glucose
B) Start insulin therapy
C) Start oral hydrocortisone
D) Start oral prednisone
Answer: A
Explanation: ...

TOP"
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,Diabetes mellitus & hypoglycemia,"A patient with type 1 diabetes presents with polyuria and polydipsia.
What is the best next step in managing his condition?",...,...,...,...,A,"...
A: ...
B: ...
C: ...
D: ..."
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,Thyroid disorders,"A 55-year-old man presents with polyuria and polydipsia.
A 55-year-old man presents with polyuria and polydipsia.",...,...,...,...,A,"...
A: - ...
B: - ...
C: - ...
D: - ..."
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,Adrenal disorders,"A 55-year-old man presents with polyuria and polydipsia.
A 55-year-old man presents with polyuria and polydipsia.",...,...,...,...,A,"A: - Correct: Adrenal disorders are characterized by polyuria and polydipsia, often due to excessive urine production.
B: - Incorrect: Adrenal disorders can cause polyuria and polydipsia, but they are not the primary cause of polyuria and polydipsia in this patient.
C: - Incorrect: Adrenal disorders can cause polyuria and polydipsia, but they are not the primary cause of polyuria and polydipsia in this patient.
D: - Incorrect: Adrenal disorders can cause polyuria and polydipsia, but they are not the primary cause of polyuria and polydipsia in this patient."
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,Pituitary & hypothalamic disorders,,,,,,,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,"Calcium, parathyroid & metabolic bone disease",,,,,,,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,Female reproductive endocrinology,,,,,,,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,Male reproductive endocrinology,"A 55-year-old man presents with polyuria and polydipsia.
Male reproductive endocrinology (MRE) is a subspecialty for men with polyuria and polydipsia.",...,...,...,...,A,"...
A: - ...
B: - ...
C: - ...
D: - ..."
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,"Obesity, lipids & nutrition",,,,,,,
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,Endocrine neoplasia & hereditary syndromes,"A 55-year-old man presents with polyuria and polydipsia.
A 55-year-old man presents with polyuria and polydipsia.",...,...,...,...,A,"...
A: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ..."
HAJERI/gemma-3-270m-endocrinology-scenario-mcq-it-merged-fp16,Pediatric endocrinology & growth/puberty,"A 55-year-old man presents with polyuria and polydipsia.
A 55-year-old man presents with polyuria and polydipsia.",...,...,...,... E: ...,A,"...
A: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ...
B: - ..."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-merged-fp16,Diabetes mellitus & hypoglycemia,"A 45-year-old woman presents with fatigue, weight loss, and increased thirst. Her blood glucose is elevated, and her HbA1c is 7.5%.
What is the most appropriate next step in management?
Options:",Start insulin therapy,Start metformin,Start sulfonylureas,Start lifestyle modifications,B,"A: - Incorrect: Insulin therapy is typically used for type 1 diabetes or in cases of severe hyperglycemia, not for this patient.
B: - Correct: Metformin is the first-line treatment for type 2 diabetes and is appropriate for this patient.
C: - Incorrect: Sulfonylureas are used in type 2 diabetes but are typically used after metformin has failed.
D: - Incorrect: Lifestyle modifications are important but should be combined with medication in this case."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-merged-fp16,Thyroid disorders,"A 40-year-old woman presents with fatigue, weight gain, and cold intolerance. Her TSH is elevated, and free T4 is low.
What is the most appropriate treatment?
Options:",Levothyroxine,Methimazole,Radioactive iodine,Thyroidectomy,A,"A: - Correct: Levothyroxine is the treatment of choice for hypothyroidism.
B: - Incorrect: Methimazole is used to treat hyperthyroidism, not hypothyroidism.
C: - Incorrect: Radioactive iodine is used to treat hyperthyroidism, not hypothyroidism.
D: - Incorrect: Thyroidectomy is typically reserved for thyroid cancer or severe hyperthyroidism."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-merged-fp16,Adrenal disorders,"A 40-year-old woman presents with fatigue, weight loss, and hyperpigmentation. Her cortisol levels are low, and ACTH is elevated.
What is the most likely diagnosis?
Options:",Addison's disease,Cushing's disease,Primary hyperaldosteronism,Pheochromocytoma,A,"A: - Correct: Addison's disease is characterized by adrenal insufficiency, leading to low cortisol and elevated ACTH.
B: - Incorrect: Cushing's disease is caused by an ACTH-secreting pituitary tumor and would not cause hyperpigmentation.
C: - Incorrect: Primary hyperaldosteronism causes hypertension and hypokalemia, not hyperpigmentation.
D: - Incorrect: Pheochromocytoma causes episodic hypertension and does not cause hyperpigmentation."
HAJERI/gemma-3-12b-endocrinology-scenario-mcq-it-merged-fp16,Pituitary & hypothalamic disorders,"A 40-year-old woman presents with fatigue, weight gain, and cold intolerance. Her TSH is elevated, and free T4 is low.
What is the most likely diagnosis?
Options:",Hashimoto's thyroiditis,Graves' disease,Primary hyperparathyroidism,Cushing's disease,A,"A: - Correct: Hashimoto's thyroiditis is the most common cause of primary hypothyroidism, characterized by elevated TSH and low T4.
B: - Incorrect: Graves' disease typically presents with low TSH and elevated T4, not elevated TSH and low T4.
C: - Incorrect: Primary hyperparathyroidism presents with elevated calcium and PTH, not thyroid dysfunction.
D: - Incorrect: Cushing's disease presents with elevated cortisol, not thyroid dysfunction."
